iter	Logloss
116	0.3101735656
117	0.3083475447
118	0.3077404376
119	0.3067616335
120	0.305827072
121	0.3047451531
122	0.3033926856
123	0.3027638701
124	0.3017895492
125	0.3004942825
126	0.299571873
127	0.2986583906
128	0.297560623
129	0.2965284525
130	0.2955756826
131	0.2949844046
132	0.2938032642
133	0.2928783967
134	0.2921278256
135	0.2913268964
136	0.2905111018
137	0.2895269886
138	0.2887397451
139	0.2877096392
140	0.2872005738
141	0.2868748891
142	0.2858098414
143	0.2853150908
144	0.2847514202
145	0.2838249993
146	0.2831846414
147	0.2823856786
148	0.2816148738
149	0.2812032011
150	0.2804827936
151	0.2800240664
152	0.2790749147
153	0.2781097766
154	0.2775381619
155	0.2768273501
156	0.2764874488
157	0.2756136078
158	0.2749038382
159	0.2740792933
160	0.2734398793
161	0.2729269205
162	0.2722285949
163	0.271580529
164	0.271092641
165	0.2703739048
166	0.2696308844
167	0.2689666551
168	0.2679914887
169	0.2675854594
170	0.2672333668
171	0.2666371532
172	0.2662675602
173	0.2655999685
174	0.2647791204
175	0.2643917713
176	0.2637057747
177	0.2630974288
178	0.262770289
179	0.2623604843
180	0.2618789673
181	0.2614868793
182	0.2611904734
183	0.2601901575
184	0.2595653731
185	0.2593439633
186	0.2587108022
187	0.258344552
188	0.2578032582
189	0.2569843568
190	0.25665295
191	0.2561280162
192	0.2558165481
193	0.2553214044
194	0.2547884086
195	0.2544242033
196	0.2537984553
197	0.2534337585
198	0.2528838718
199	0.2523852869
200	0.2516714273
201	0.2509387301
202	0.2504742219
203	0.2499576451
204	0.2496898101
205	0.2493830219
206	0.2486620638
207	0.2483051929
208	0.2477126367
209	0.2471407074
210	0.2468573383
211	0.2460584935
212	0.2454548079
213	0.2448893872
214	0.2443661641
215	0.2438164151
216	0.2435032166
217	0.2428165711
218	0.2423418576
219	0.2418425845
220	0.2413570365
221	0.240986067
222	0.2406532838
223	0.2404535431
224	0.2400917368
225	0.2395395692
226	0.2390809403
227	0.2384815806
228	0.2378513493
229	0.2373235054
230	0.2368522329
231	0.2366524922
232	0.2361910319
233	0.2359779791
234	0.2356616148
235	0.2354558178
236	0.2351176468
237	0.2346159945
238	0.2343843204
239	0.2341562645
240	0.2339103345
241	0.2335824082
242	0.2332780189
243	0.2327358207
244	0.2324901659
245	0.2319893984
246	0.2318040907
247	0.2315543853
248	0.2311169732
249	0.2307721954
250	0.2304792896
251	0.2301556695
252	0.2299249393
253	0.2297113556
254	0.2295273653
255	0.229071273
256	0.2287662939
257	0.2284315837
258	0.228023706
259	0.2277987372
260	0.227534068
261	0.2271745426
262	0.2269053705
263	0.2264159684
264	0.2261797718
265	0.2259419628
266	0.2258154092
267	0.2255635606
268	0.225095277
269	0.224621409
270	0.2244822315
271	0.2242119779
272	0.2239997117
273	0.2237647145
274	0.2233415781
275	0.2229607572
276	0.2225130219
277	0.2219840964
278	0.2217359445
279	0.221490919
280	0.2213092293
281	0.2209362541
282	0.2207648877
283	0.2202604825
284	0.2199630737
285	0.2197960136
286	0.2194801802
287	0.2192416044
288	0.2188809975
289	0.2186781893
290	0.2185359444
291	0.2182871828
292	0.2181039004
293	0.21791816
294	0.2176833399
295	0.2173865014
296	0.2170929663
297	0.2168702784
298	0.2165875582
299	0.2162861382
300	0.2161365784
301	0.2158697463
302	0.2155954223
303	0.2153500036
304	0.2149929165
305	0.2145926092
306	0.214373854
307	0.2141227132
308	0.2139751592
309	0.2138627632
310	0.2136155748
311	0.2135002294
312	0.2132511336
313	0.2130820481
314	0.2128599501
315	0.2126979238
316	0.2125869436
317	0.2122466687
318	0.2120171183
319	0.2116433763
320	0.2114498099
321	0.211239333
322	0.2110421486
323	0.2108667118
324	0.210547811
325	0.2104153977
326	0.2101118343
327	0.2099219057
328	0.2097214374
329	0.2093553445
330	0.2090409269
331	0.2087324083
332	0.2083356405
333	0.2079717498
334	0.2076792766
335	0.2074308494
336	0.207243005
337	0.2069811084
338	0.2068450377
339	0.2067139026
340	0.2065413564
341	0.2062496303
342	0.2060565752
343	0.2059070744
344	0.2056229778
345	0.2050684113
346	0.2047734015
347	0.2045586576
348	0.2043938194
349	0.2040540558
350	0.2037028676
351	0.2036091323
352	0.2035953679
353	0.2033145551
354	0.2030598355
355	0.2027101615
356	0.20259108
357	0.2024888501
358	0.20222949
359	0.2020870484
360	0.20188133
361	0.2017480516
362	0.2015581033
363	0.2014339093
364	0.2012990775
365	0.2011391944
366	0.2009016607
367	0.2006887456
368	0.2005008422
369	0.2003085933
370	0.20022233
371	0.2000200134
372	0.1998961144
373	0.1996798171
374	0.1995829159
375	0.1994317438
376	0.1992169803
377	0.1990749713
378	0.1989539432
379	0.1986916139
380	0.1985638609
381	0.1983750727
382	0.1981358676
383	0.1979965131
384	0.1977524512
385	0.1975421709
386	0.1973200139
387	0.1971888001
388	0.1970392994
389	0.1966839033
390	0.1964667409
391	0.1962491458
392	0.1961185809
393	0.1958329506
394	0.1956242827
395	0.1955013079
396	0.1953446496
397	0.1952738418
398	0.1951350773
399	0.1948140331
400	0.1944843961
401	0.1942004174
402	0.1939805021
403	0.193717288
404	0.1934759789
405	0.1933309811
406	0.1931044195
407	0.1929544272
408	0.1928001286
409	0.1924691741
410	0.1923456487
411	0.1921469502
412	0.1918529235
413	0.1914841563
414	0.1913510549
415	0.1910480617
416	0.190878701
417	0.1907416472
418	0.1904973689
419	0.1901164497
420	0.1898837729
421	0.1897456572
422	0.1894766424
423	0.1893035653
424	0.1890301262
425	0.1889010164
426	0.1886738256
427	0.1884287411
428	0.1883549641
429	0.1883012831
430	0.1879753821
431	0.1876888472
432	0.187486039
433	0.1872807336
434	0.1870434948
435	0.1868577741
436	0.1867957361
437	0.1865802254
438	0.1864193199
439	0.1861947836
440	0.1860028493
441	0.1858217692
442	0.185531164
443	0.1852820682
444	0.1851320562
445	0.1849343015
446	0.1846851467
447	0.1843891734
448	0.1841672917
449	0.1838637283
450	0.1835209168
451	0.1834126305
452	0.183341626
453	0.1832105892
454	0.1830685016
455	0.1827829105
456	0.1825469302
457	0.1823947159
458	0.1821978068
459	0.1819287133
460	0.1817079131
461	0.1815490329
462	0.1813412106
463	0.1811534449
464	0.1810271273
465	0.1808352323
466	0.1807698712
467	0.1806564134
468	0.1805127331
469	0.1802852277
470	0.1800886331
471	0.1799128818
472	0.1798225285
473	0.1795733147
474	0.1793883412
475	0.1792251941
476	0.1791149415
477	0.1788934924
478	0.1786506889
479	0.1784755274
480	0.1783277767
481	0.1780992488
482	0.177992044
483	0.1778832858
484	0.1777388583
485	0.1775325107
486	0.1772984377
487	0.1771330293
488	0.1769820538
489	0.1769039901
490	0.1767601131
491	0.1766812039
492	0.1764365127
493	0.1761348567
494	0.1760021878
495	0.1757863232
496	0.1755892174
497	0.175439697
498	0.1752372034
499	0.1750396453
500	0.174927682
501	0.1747623326
502	0.1746162729
503	0.1743620646
504	0.1741687735
505	0.1740144159
506	0.1738286166
507	0.1736315304
508	0.1734115955
509	0.1732239477
510	0.1729974648
511	0.1728867206
512	0.1728060811
513	0.1724395752
514	0.1721380568
515	0.1719432713
516	0.1718721488
517	0.1717321258
518	0.1716121792
519	0.1713571254
520	0.1710616043
521	0.1708982015
522	0.1708194693
523	0.1707670074
524	0.1705444572
525	0.1705224342
526	0.1703140809
527	0.1701170538
528	0.1700466589
529	0.1698805622
530	0.1697413061
531	0.169490303
532	0.1694046492
533	0.1692159397
534	0.1691085383
535	0.168868586
536	0.1687308046
537	0.1685316931
538	0.1683034209
539	0.1680933766
540	0.1678541714
541	0.1676396635
542	0.167361112
543	0.1671818212
544	0.16688748
545	0.1666150044
546	0.166349588
547	0.1661171667
548	0.1658997093
549	0.1656044439
550	0.1654970228
551	0.1652933494
552	0.16518408
553	0.1650920357
554	0.1648331278
555	0.1647582005
556	0.1645976588
557	0.1644720687
558	0.1643614523
559	0.1642137803
560	0.1641698129
561	0.1640297015
562	0.1638613534
563	0.1637144285
564	0.1636002432
565	0.1634361129
566	0.1632540595
567	0.1630611715
568	0.1628722948
569	0.1627008595
570	0.1626057969
571	0.1624670324
572	0.162339122
573	0.1622088029
574	0.1621166505
575	0.1619715936
576	0.1618317968
577	0.1616873004
578	0.1613114544
579	0.1611382789
580	0.1609374567
581	0.1607556884
582	0.1605379262
583	0.1603993878
584	0.1603143043
585	0.1602371747
586	0.160076338
587	0.1599531862
588	0.1598480067
589	0.1597271162
590	0.1596024798
591	0.1592755465
592	0.1591060088
593	0.1589938881
594	0.1588671773
595	0.1586624126
596	0.1585508032
597	0.1584321346
598	0.1583529993
599	0.1582579662
600	0.1581067351
601	0.1578212915
602	0.1576005306
603	0.1574755305
604	0.1572228658
605	0.1570564349
606	0.1569911524
607	0.1567809606
608	0.1567044799
609	0.1565965967
610	0.1563396257
611	0.1561900955
612	0.1559918197
613	0.1559676534
614	0.1558091272
615	0.1556907634
616	0.1554519712
617	0.1552757283
618	0.1551690446
619	0.155031627
620	0.1548866783
621	0.1546264825
622	0.154486843
623	0.1542967767
624	0.1541922068
625	0.1540812561
626	0.154004913
627	0.153872136
628	0.1537450613
629	0.1535647776
630	0.1534180297
631	0.1533757239
632	0.1533112673
633	0.1530803208
634	0.1529184912
635	0.152737293
636	0.1526911234
637	0.1525304539
638	0.1524618483
639	0.1522710545
640	0.1520522304
641	0.1518210185
642	0.1515963053
643	0.1513710415
644	0.151177249
645	0.1510451995
646	0.1509113902
647	0.1508499224
648	0.1507589596
649	0.1505068848
650	0.1503655935
651	0.1502129073
652	0.1500418752
653	0.149810732
654	0.1496664224
655	0.1493550723
656	0.1493137792
657	0.1492151968
658	0.1491641605
659	0.149040173
660	0.1488768489
661	0.1488232072
662	0.1487197778
663	0.1486109114
664	0.1484002379
665	0.1483200997
666	0.1482188923
667	0.1480285015
668	0.1478597798
669	0.1477784521
670	0.1476220003
671	0.1473798457
672	0.1472977707
673	0.147166085
674	0.1470343993
675	0.1468945926
676	0.1468579597
677	0.1467306589
678	0.1465629499
679	0.1464912375
680	0.1463714088
681	0.1462229699
682	0.1461473052
683	0.1460514167
684	0.145857811
685	0.1457200984
686	0.1454922194
687	0.1453176282
688	0.1451527802
689	0.1450529393
690	0.1449326584
691	0.1447610658
692	0.1446020382
693	0.1443862325
694	0.1442097241
695	0.1441100701
696	0.1439803212
697	0.1437424532
698	0.1436066283
699	0.1434419966
700	0.1433101929
701	0.1431609478
702	0.1430777717
703	0.1429653561
704	0.1428168582
705	0.1427580745
706	0.1426006691
707	0.1424603708
708	0.1424318294
709	0.1423167887
710	0.1422723593
711	0.1419908976
712	0.1417678263
713	0.1416887893
714	0.1414428495
715	0.1413361658
716	0.1412002328
717	0.1410360828
718	0.140805215
719	0.1406342221
720	0.1405309009
721	0.1404206974
722	0.1402748541
723	0.1401623598
724	0.1400524611
725	0.1399637104
726	0.1398610184
727	0.1397498416
728	0.1396189228
729	0.1394864112
730	0.1393807205
731	0.1392109664
732	0.1391557123
733	0.1389924669
734	0.1389476638
735	0.1388112098
736	0.138677017
737	0.1385465307
738	0.1384313426
739	0.1383144044
740	0.1381769279
741	0.1380488406
742	0.1377516284
743	0.1377138846
744	0.1376799554
745	0.1376310919
746	0.1374822007
747	0.1373451567
748	0.1372244825
749	0.1370358221
750	0.1369599608
751	0.1367655292
752	0.136709636
753	0.1364882459
754	0.1364316055
755	0.1362367807
756	0.1361440678
757	0.1360484054
758	0.13596519
759	0.1358294536
760	0.1357039422
761	0.1355590919
762	0.1354699086
763	0.1353727714
764	0.1352238409
765	0.1351042679
766	0.1348730952
767	0.1347307815
768	0.134563446
769	0.1344061684
770	0.1342126315
771	0.1340194977
772	0.1338660053
773	0.1337928379
774	0.1337389209
775	0.1335436241
776	0.1335020164
777	0.1334473325
778	0.1332544936
779	0.1330992512
780	0.1327643444
781	0.1326166723
782	0.1325023002
783	0.1323038082
784	0.1321413984
785	0.1320756342
786	0.1318620898
787	0.1318003566
788	0.1316713943
789	0.13159921
790	0.1315087977
791	0.1314041098
792	0.1312240227
793	0.1309628732
794	0.1308618133
795	0.130777477
796	0.1307419747
797	0.1306858358
798	0.1305713654
799	0.13045543
800	0.1302930498
801	0.1301457513
802	0.1299403574
803	0.1297883201
804	0.1296503618
805	0.1295786887
806	0.1294120513
807	0.1292874641
808	0.1291578234
809	0.1289591642
810	0.128712605
811	0.1284871151
812	0.1282965473
813	0.1282298786
814	0.1280820591
815	0.1278933496
816	0.127873696
817	0.1277016905
818	0.1274823454
819	0.1274435102
820	0.127228904
821	0.1272103811
822	0.1271880238
823	0.12698321
824	0.1268809014
825	0.1268203971
826	0.1267220999
827	0.1266225245
828	0.1265809167
829	0.1265545481
830	0.1263716393
831	0.1262678854
832	0.126093245
833	0.1259592194
834	0.1259045158
835	0.1257687205
836	0.1256079428
837	0.125374794
838	0.1252766049
839	0.1250886229
840	0.1249592378
841	0.1248666232
842	0.1248350635
843	0.1246237214
844	0.1245498952
845	0.1244403701
846	0.1244196351
847	0.1242669194
848	0.1241281647
849	0.1239369186
850	0.1237725622
851	0.123694292
852	0.1235256982
853	0.1234146983
854	0.123364773
855	0.123302853
856	0.1231602344
857	0.1230317342
858	0.1229308315
859	0.1228594043
860	0.1226903778
861	0.1225346044
862	0.1224471908
863	0.1223179925
864	0.1221701828
865	0.1221376596
866	0.122001058
867	0.121951113
868	0.1218609367
869	0.1217134417
870	0.1216017143
871	0.1215060519
872	0.1213387165
873	0.1211848111
874	0.1210711568
875	0.1209345749
876	0.1207602196
877	0.1206397125
878	0.1205423001
879	0.1204504426
880	0.1203155026
881	0.1201501433
882	0.1200679504
883	0.1198694485
884	0.1197577408
885	0.1195867774
886	0.1194666538
887	0.1193862404
888	0.1193550149
889	0.1192908926
890	0.1191211779
891	0.1189920484
892	0.1189733682
893	0.1188846274
894	0.1187489106
895	0.1186102051
896	0.1184267654
897	0.1183791996
898	0.1181723604
899	0.1179668092
900	0.117794961
901	0.1177225408
902	0.1175592167
903	0.1173954403
904	0.1173172194
905	0.1171724575
906	0.1170165072
907	0.1169850064
908	0.1169604567
909	0.1168363316
910	0.1168213284
911	0.1167018536
912	0.1164767079
913	0.116288893
914	0.1161831531
915	0.1160807757
916	0.1158908667
917	0.1157919599
918	0.1156965039
919	0.1155653885
920	0.1154857714
921	0.1154052203
922	0.1153469577
923	0.1152186246
924	0.1150872732
925	0.1149752312
926	0.1147937381
927	0.1146627505
928	0.1144794582
929	0.1143575845
930	0.1141740661
931	0.1140660158
932	0.1139420382
933	0.1137692855
934	0.1136859029
935	0.113473027
936	0.1133121412
937	0.113227097
938	0.1131752742
939	0.1130723068
940	0.1129831924
941	0.1129548083
942	0.1128926621
943	0.1127701592
944	0.1126447461
945	0.112596856
946	0.1124730553
947	0.1122349415
948	0.112185547
949	0.1120958427
950	0.1119327545
951	0.1118554774
952	0.111732188
953	0.1115108077
954	0.1114749417
955	0.1113712763
956	0.1112205368
957	0.1110953793
958	0.1110364088
959	0.110944512
960	0.1108217043
961	0.1107389706
962	0.1105753614
963	0.1105610071
964	0.1104403329
965	0.1103590936
966	0.1103017846
967	0.1102287646
968	0.1100814957
969	0.1099078975
970	0.1098309251
971	0.1098025115
972	0.109664622
973	0.109572617
974	0.1094786654
975	0.1093391733
976	0.1092029749
977	0.1091268677
978	0.1090587931
979	0.1089293096
980	0.108863044
981	0.1087150574
982	0.1086353322
983	0.108509634
984	0.1083373827
985	0.1082700061
986	0.1081736456
987	0.1081521929
988	0.1080627933
989	0.1079228391
990	0.1078225559
991	0.1077234327
992	0.1075494511
993	0.1074163299
994	0.1072227635
995	0.1071315254
996	0.1070144594
997	0.1069292678
998	0.1067860692
999	0.1066485631
